CodeListIdentifier;VersionIdentifier;ScCode;TaxonomyCode;LatinName;ParentReference;AuthorName;CodeReference;StancodeKeyUniqueIdentifier;StancodeGuidKey;StancodeKeyReference;ReferenceTypeName;LastUpdateDate;CreationDate;ApplicantIdentificationText;ParentStancodeKeyReference
1064;1;106;1601010400101;Nitella flexilis var. flexilis;0;(L.) C. Agardh var. flexilis;106;1030111;c7e5f3a3-2a09-41d7-88fe-7ba82c2449a8;1030111;Valid;07-02-2018 09:20:56;07-02-2018 09:20:56;Standatsekretariatet - DCE;
1064;1;107;1601010400102;Nitella flexilis var. spanioclema;0;(J. Groves & Bull.-Webst. ex Bull.-Webst.) R. D. Wood;107;1030112;f17b077d-14d8-45cc-a589-5ae53ebd25bf;1030112;Valid;07-02-2018 09:20:56;07-02-2018 09:20:56;Standatsekretariatet - DCE;
1064;1;108;1601010400200;Nitella translucens;0;(Pers.) C. Agardh;108;1030113;fef5850f-8c05-4ab3-9da8-4229ee5bed9a;1030113;Valid;07-02-2018 09:20:56;07-02-2018 09:20:56;Standatsekretariatet - DCE;
1064;1;109;1601010400300;Nitella mucronata;0;Nitella mucronata (A. Braun) Miquel;109;1030114;b42c93d2-eb4c-4178-8aab-27e341c6d233;1030114;Valid;07-02-2018 09:20:56;07-02-2018 09:20:56;Standatsekretariatet - DCE;
1064;1;110;1601010400400;Nitella capillaris;0;(Krocker) J. Groves & Bullock-Webster;110;1030115;94e4e1fb-7222-4bdc-aba1-18570fdefe26;1030115;Valid;27-01-2020 13:51:00;07-02-2018 09:20:56;Standatsekretariatet - DCE;
1064;1;111;1601010500000;Nitellopsis;0;Hy;111;1030116;870084d3-ecf4-4cdd-872d-457a92a3a10e;1030116;Valid;07-02-2018 09:20:56;07-02-2018 09:20:56;Standatsekretariatet - DCE;
1064;1;112;1601010500100;Nitellopsis obtusa;0;(Desv.) J. Grooves;112;1030117;1188c78b-9401-40de-a03c-6dfc6f5d0c41;1030117;Valid;07-02-2018 09:20:56;07-02-2018 09:20:56;Standatsekretariatet - DCE;
1064;1;113;1601010600000;Tolypella;0;(A. Braun) A. Braun;113;1030118;49928e6d-b226-4eb5-abd2-a3b0615127fd;1030118;Valid;07-02-2018 09:20:56;07-02-2018 09:20:56;Standatsekretariatet - DCE;
1064;1;114;1601010600100;Tolypella nidifica;0;Tolypella nidifica (O. Müll.) Leonh.;114;1030119;e59f0a06-f15f-471d-a0a6-1ca2fce94663;1030119;Valid;27-01-2020 13:53:05;07-02-2018 09:20:56;Standatsekretariatet - DCE;
1064;1;115;1601010600200;Tolypella nidifica var. glomerata;0;(Desv.) R.D. Wood;115;1030120;b264114c-944e-43de-b655-45d7a537422d;1030120;Valid;07-02-2018 09:20:56;07-02-2018 09:20:56;Standatsekretariatet - DCE;
