stancode,latin,danish
4689,Cynoglossum wallichii,Indisk hundetunge
4690,Cynoglossum amabile,Kinesisk hundetunge
4691,Brunnera,Kærmindesøsterslægten
4692,Brunnera macrophylla,Kærmindesøster
4693,Verbenaceae,Jernurtfamilien
4694,Verbena,Jernurtslægten
4695,Verbena officinalis,Læge-jernurt
4696,Verbena bonariensis,Kæmpe-jernurt
4697,Verbena hispida,-
4698,Verbena rigida,Slank jernurt
4699,Verbena stricta,-
4700,Verbena supina,-
4701,Verbena urticifolia,-
4702,Glandularia,-
4703,Glandularia laciniata,-
4704,Glandularia platensis,-
4705,Glandularia x hybrida,-
4706,Callitrichaceae,-
4707,Callitriche,Vandstjerneslægten
4708,Callitriche hermaphroditica,Høst-vandstjerne
4709,Callitriche stagnalis,Storfrugtet vandstjerne
4710,Callitriche cophocarpa,Roset-vandstjerne
4711,Callitriche cophocarpa x platycarpa,-
4712,Callitriche platycarpa,Fladfrugtet vandstjerne
4713,Callitriche palustris,Småfrugtet vandstjerne
4714,Callitriche hamulata,Smalbladet vandstjerne
4715,Callitriche brutia,Stilkfrugtet vandstjerne
4716,Lamiaceae,Læbeblomstfamilien
4717,Ajuga,Læbeløsslægten
4718,Ajuga genevensis,Fjeld-læbeløs
4719,Ajuga genevensis x reptans,-
4720,Ajuga pyramidalis,Pyramide-læbeløs
4721,Ajuga pyramidalis x reptans,-
4722,Ajuga reptans,Krybende læbeløs
4723,Ajuga chamaepitys,Gul læbeløs
4724,Ajuga chamaepitys subsp. chia,-
4725,Teucrium,Kortlæbeslægten
4726,Teucrium scorodonia,Klase-kortlæbe
4727,Teucrium scordium,Løgurt
4728,Teucrium chamaedrys,Ædel kortlæbe
4729,Teucrium altissima,-
4730,Teucrium botrys,Drue-kortlæbe
4731,Scutellaria,Skjolddragerslægten
4732,Scutellaria altissima,Høj skjolddrager
4733,Scutellaria galericulata,Almindelig skjolddrager
4734,Scutellaria galericulata x minor,-
4735,Scutellaria hastifolia,Spydbladet skjolddrager
4736,Scutellaria minor,-
4737,Marrubium,Kransburreslægten
4738,Marrubium vulgare,Kransburre
4739,Sideritis,Kortkroneslægten
4740,Sideritis montana,Bjerg-kortkrone
4741,Galeopsis,Hanekroslægten
4742,Galeopsis segetum,Gul hanekro
4743,Galeopsis ladanum,Sand-hanekro
4744,Galeopsis angustifolia,Smalbladet hanekro
4745,Galeopsis speciosa,Hamp-hanekro
4746,Galeopsis tetrahit,Almindelig hanekro
4747,Galeopsis bifida,Skov-hanekro
4748,Galeopsis bifida x tetrahit,-
4749,Galeopsis pubescens,Dunet hanekro
4750,Lamium,Tvetandslægten
4751,Lamium maculatum,Plettet tvetand
4752,Lamium album,Døvnælde
4753,Lamium purpureum,Rød tvetand
4754,Lamium hybridum,Fliget tvetand
4755,Lamium confertum,Nyrebladet tvetand
4756,Lamium amplexicaule,Liden tvetand
4757,Lamium garganicum,-
4758,Lamium orvala,-
4759,Leonurus,Hjertespandslægten
4760,Leonurus cardiaca,Hjertespand
4761,Leonurus cardiaca subsp. cardiaca,Almindelig hjertespand
4762,Leonurus cardiaca subsp. villosus,Håret hjertespand
4763,Leonurus marrubiastrum,-
4764,Leonurus sibiricus,Sibirisk hjertespand
4765,Ballota,Tandbægerslægten
4766,Ballota nigra,Tandbæger
4767,Ballota nigra subsp. nigra,Rød tandbæger
4768,Ballota nigra subsp. meridionalis,Hvid tandbæger
4769,Stachys,Galtetandslægten
4770,Stachys macrantha,-
4771,Betonica officinalis,Betonie
4772,Stachys byzantina,Lammeøre
4773,Stachys sylvatica,Skov-galtetand
4774,Stachys palustris,Kær-galtetand
4775,Stachys palustris x sylvatica,-
4776,Stachys recta,-
4777,Stachys annua,Enårig galtetand
4778,Stachys arvensis,Ager-galtetand
4779,Stachys cretica,Kretensisk galtetand
4780,Stachys germanica,Filtet galtetand
4781,Nepeta,Katteurtslægten
4782,Nepeta x faassenii,-
4783,Nepeta cataria,Katteurt
4784,Nepeta grandiflora,Storblomstret katteurt
4785,Nepeta mussinii,-
4786,Nepeta nuda,-
4787,Nepeta racemosa,Ægte blåkant
4788,Glechoma,Korsknapslægten
4789,Glechoma hederacea,Korsknap
4790,Dracocephalum,Dragehovedslægten
4791,Dracocephalum thymiflorum,Russisk dragehoved
4792,Dracocephalum ruyschiana,Almindelig dragehoved
4793,Dracocephalum moldavica,Moldavisk dragehoved
4794,Dracocephalum parviflorum,Storbægret dragehoved
4795,Dracocephalum sibiricum,-
4796,Prunella,Brunelleslægten
4797,Prunella grandiflora,Storblomstret brunelle
4798,Prunella grandiflora x vulgaris,-
4799,Prunella vulgaris,Almindelig brunelle
4800,Prunella laciniata,Fligetbladet brunelle
4801,Melissa,Hjertensfrydslægten
4802,Melissa officinalis,Citronmelisse
4803,Acinos,-
4804,Satureja,-
4805,Clinopodium acinos,Voldtimian
4806,Clinopodium vulgare,Kransbørste
4807,Clinopodium grandiflorum,Rosen-bjergmynte
4808,Satureja hortensis,Almindelig sar
4809,Clinopodium menthifolium,-
4810,Hyssopus,Isopslægten
4811,Hyssopus officinalis,Isop
4812,Origanum,Merianslægten
4813,Origanum vulgare,Merian
4814,Origanum majorana,Have-merian
4815,Thymus,Timianslægten
4816,Thymus vulgaris,Have-timian
4817,Thymus praecox,-
4818,Thymus praecox subsp. arcticus,-
4819,Thymus pulegioides,Bredbladet timian
4820,Thymus pulegioides x serpyllum subsp. serpyllum,-
4821,Thymus serpyllum,Smalbladet timian
4822,Thymus serpyllum subsp. serpyllum,-
4823,Thymus serpyllum subsp. tanaensis,-
4824,Thymus serpyllum subsp. serpyllum var. ericoides,-
4825,Thymus serpyllum subsp. serpyllum var. hirsutus,-
4826,Thymus serpyllum subsp. serpyllum var. lineatus,-
4827,Thymus serpyllum subsp. serpyllum var. rigidus,-
4828,Thymus serpyllum subsp. serpyllum var. rotundifolius,-
4829,Thymus serpyllum x vulgaris,-
4830,Lycopus,Sværtevældslægten
4831,Lycopus europaeus,Sværtevæld
4832,Mentha,Mynteslægten
4833,Mentha pulegium,Polei-mynte
4834,Mentha arvensis,Ager-mynte
4835,Mentha arvensis x longifolia,-
4836,Mentha x gracilis,-
4837,Mentha x gracilis ´Subspicata´,-
4838,Mentha x gracilis ´Verticillata´,-
4839,Mentha aquatica,Vand-mynte
4840,Mentha aquatica var. aquatica,-
4841,Mentha aquatica var. litoralis,-
4842,Mentha x verticillata,-
4843,Mentha x piperita,-
4844,Mentha suaveolens,Rundbladet mynte
4845,Mentha longifolia,Grå mynte
4846,Mentha longifolia x spicata,-
4847,Mentha longifolia x suaveolens,-
4848,Mentha spicata,Grøn mynte
4849,Mentha spicata var. spicata,-
4850,Mentha spicata ´Crispa´,-
4851,Mentha spicata x suaveolens,-
4852,Mentha aquatica x longifolia,-
4853,Mentha aquatica x longifolia x spicata,-
4854,Mentha aquatica x suaveolens,-
4855,Lavandula,Lavendelslægten
4856,Lavandula angustifolia,Ægte lavendel
4857,Salvia,Salvieslægten
4858,Salvia officinalis,Læge-salvie
4859,Salvia glutinosa,-
4860,Salvia pratensis,Eng-salvie
4861,Salvia nemorosa,Småblomstret salvie
4862,Salvia nemorosa x pratensis,-
4863,Salvia viridis,Dusk-salvie
4864,Salvia verticillata,Krans-salvie
4865,Salvia reflexa,-
4866,Salvia patens,Blå salvie
4867,Salvia verbenaca,Jernurt-salvie
4868,Elsholtzia,Kryddermynteslægten
4869,Elsholtzia ciliata,Ægte kryddermynte
4870,Amenthystea,-
4871,Amenthystea caerulea,-
4872,Lamiastrum,Guldnældeslægten
4873,Lamiastrum galeobdolon,Guldnælde
4874,Lamiastrum galeobdolon subsp. galeobdolon,Almindelig guldnælde
4875,Lamiastrum galeobdolon subsp. argentatum,Have-guldnælde
4876,Physostegia,Drejeblomstslægten
4877,Physostegia virginiana,Drejeblomst
4878,Plectranthus,Mølplanteslægten
4879,Plectranthus fruticosus,Mølplante
4880,Buddlejaceae,-
4881,Buddleja,Sommerfuglebuskslægten
4882,Buddleja davidii,Sommerfuglebusk
4883,Solanaceae,Natskyggefamilien
4884,Petunia,Petuniaslægten
4885,Petunia axillaris,Hvid petunia
4886,Petunia x hybrida,-
4887,Petunia integrifolia,Violetblomstret petunia
4888,Nicandra,Kantbægerslægten
4889,Nicandra physalodes,Kantbæger
4890,Lycium,Bukketornslægten
4891,Lycium barbarum,Bukketorn
4892,Lycium chinense,Bredbladet bukketorn
4893,Atropa,Galnebærslægten
4894,Atropa bella-donna,Galnebær
4895,Scopolia,Skopolaminurtslægten
4896,Scopolia carniolica,Skopolaminurt
4897,Hyoscyamus,Bulmeurtslægten
4898,Hyoscyamus niger,Bulmeurt
4899,Physalis,Blærebægerslægten
4900,Physalis alkekengi,Jødekirsebær
4901,Physalis philadelphica,Tomatillo
4902,Physalis angulata,-
4903,Physalis peruviana,Ananaskirsebær
4904,Schizanthus,Katunblomstslægten
4905,Schizanthus pinnatus,Katunblomst
4906,Schizanthus x wisetonensis,-
4907,Capsicum,Peberslægten
4908,Capsicum annuum,Spansk peber
4909,Solanum,Natskyggeslægten
4910,Solanum nigrum,Sort natskygge
4911,Solanum nigrum subsp. nigrum,Sort natskygge (underart)
4912,Solanum nigrum subsp. schultesii,Kirtel-natskygge
4913,Solanum luteum,-
4914,Solanum villosum subsp. villosum,Håret natskygge (underart)
4915,Solanum villosum subsp. miniatrum,-
4916,Solanum physalifolium var. nitidibaccatum,-
4917,Solanum dulcamara,Bittersød natskygge
4918,Solanum dulcamara var. dulcamara,Bittersød natskygge (varietet)
4919,Solanum dulcamara var. littorale,-
4920,Solanum dulcamara var. marinum,Strand-natskygge
4921,Solanum triflorum,Treblomstret natskygge
4922,Solanum tuberosum,Kartoffel
4923,Solanum sisymbriifolium,Tornet natskygge
4924,Solanum rostratum,Bøffelburre
4925,Solanum melanocerasum,-
4926,Solanum americanum var. americanum,-
4927,Solanum capsicoides,-
4928,Solanum carolinense,-
4929,Solanum chenopodioides,-
4930,Solanum citrullifolium,-
4931,Solanum elaeagnifolium,-
4932,Solanum melongena,Aubergine
4933,Lycopersicon,-
4934,Solanum lycopersicum,Tomat
4935,Datura,Pigæbleslægten
4936,Datura stramonium,Pigæble
4937,Datura stramonium var. stramonium,Hvid pigæble
4938,Datura stramonium var. tatula,Blå pigæble
4939,Datura ferox,Englebasun
4940,Datura inoxia,Centralamerikansk pigæble
4941,Nicotiana,Tobaksslægten
4942,Nicotiana rustica,Bonde-tobak
4943,Nicotiana tabacum,Virginsk tobak
4944,Nicotiana alata,Vinge-tobak
4945,Nicotiana alata var. grandiflora,-
4946,Nicotiana x sanderae,-
4947,Nicotiana attenuata,-
4948,Browallia,-
4949,Browallia viscosa,-
4950,Scrophulariaceae,Maskeblomstfamilien
4951,Gratiola,Nådesurtslægten
4952,Gratiola neglecta,Liden nådesurt
4953,Gratiola officinalis,Læge-nådesurt
4954,Limosella,Dyndurtslægten
4955,Limosella aquatica,Dyndurt
4956,Mimulus,-
4957,Mimulus guttatus,-
4958,Mimulus guttatus x luteus,-
4959,Mimulus luteus,-
4960,Mimulus moschatus,-
4961,Verbascum,Kongelysslægten
4962,Verbascum ovalifolium,-
4963,Verbascum blattaria,Klase-kongelys
4964,Verbascum virgatum,-
4965,Verbascum phoeniceum,Purpur-kongelys
4966,Verbascum pyramidatum,-
4967,Verbascum phlomoides,Hjertebladet kongelys
4968,Verbascum densiflorum,Uldbladet kongelys
4969,Verbascum densiflorum x nigrum,-
4970,Verbascum thapsus,Filtbladet kongelys
4971,Verbascum speciosum,Kandelaber-kongelys
4972,Verbascum pulverulentum,-
4973,Verbascum lychnitis,Bleg kongelys
4974,Verbascum lychnitis x nigrum,-
4975,Verbascum chaixii,-
4976,Verbascum chaixii subsp. orientale,-
4977,Verbascum nigrum,Mørk kongelys
4978,Verbascum nigrum x thapsus,-
4979,Verbascum densiflorum x lychnitis,-
4980,Verbascum olympicum,Olympisk kongelys
4981,Scrophularia,Brunrodslægten
4982,Scrophularia vernalis,Vår-brunrod
4983,Scrophularia scopolii,-
4984,Scrophularia nodosa,Knoldet brunrod
4985,Scrophularia auriculata,Øret brunrod
4986,Scrophularia umbrosa,Vand-brunrod
4987,Scrophularia umbrosa var. umbrosa,Vand-brunrod (varietet)
4988,Scrophularia umbrosa var. neesii,Rundtakket brunrod
4989,Scrophularia canina,-
4990,Scrophularia peregrina,Enårig brunrod
4991,Antirrhinum,Løvemundslægten
4992,Antirrhinum majus,Have-løvemund
4993,Misopates,Agerløvemundslægten
4994,Misopates orontium,Agerløvemund
4995,Misopates calycinum,Hvid agerløvemund
4996,Chaenorhinum,Torskemund (Chaenorhinum-slægten)
4997,Chaenorhinum minus,Liden torskemund
4998,Linaria,Torskemund (Linaria-slægten)
4999,Linaria reflexa,-
5000,Linaria genistifolia,Visse-torskemund
5001,Linaria genistifolia subsp. genistifolia,Visse-torskemund (underart)
5002,Linaria genistifolia subsp. dalmatica,Kæmpe-torskemund
5003,Linaria incarnata,-
5004,Linaria repens,Stribet torskemund
5005,Linaria repens x vulgaris,-
5006,Linaria vulgaris,Almindelig torskemund
5007,Linaria supina,-
5008,Linaria maroccana,Marokkansk torskemund
5009,Linaria alpina,Alpe-torskemund
5010,Linaria bordiana subsp. kralikiana,-
5011,Linaria pelisseriana,Vesteuropæisk torskemund
5012,Linaria purpurea,Purpur-torskemund
5013,Cymbalaria,Torskemund (Cymbalaria-slægten)
5014,Cymbalaria muralis,Vedbend-torskemund
5015,Cymbalaria pallida,Håret torskemund
5016,Kickxia,Torskemund (Kickxia-slægten)
5017,Kickxia elatine,Spydbladet torskemund
5018,Kickxia spuria,Rundbladet torskemund
5019,Digitalis,Fingerbølslægten
5020,Digitalis purpurea,Almindelig fingerbøl
5021,Digitalis grandiflora,Storblomstret fingerbøl
5022,Digitalis lutea,Gul fingerbøl
5023,Veronica,Ærenprisslægten
5024,Veronica serpyllifolia,Glat ærenpris
5025,Veronica serpyllifolia subsp. serpyllifolia,-
5026,Veronica serpyllifolia subsp. humifusa,-
5027,Veronica alpina,-
5028,Veronica alpina var. alpina,-
5029,Veronica fruticans,-
5030,Veronica austriaca,Østrigsk ærenpris
5031,Veronica austriaca subsp. austriaca,Østrigsk ærenpris (underart)
5032,Veronica austriaca subsp. teucrium,Bredbladet ærenpris
5033,Veronica officinalis,Læge-ærenpris
5034,Veronica chamaedrys,Tveskægget ærenpris
5035,Veronica montana,Bjerg-ærenpris
5036,Veronica scutellata,Smalbladet ærenpris
5037,Veronica scutellata var. scutellata,-
5038,Veronica scutellata var. villosa,-
5039,Veronica beccabunga,Tykbladet ærenpris
5040,Veronica anagalloides,-
5041,Veronica anagallis-aquatica,Lancetbladet ærenpris
5042,Veronica anagallis-aquatica f. submersa,Lancetbladet ærenpris (submers form)
5043,Veronica anagallis-aquatica x beccabunga,-
5044,Veronica anagallis-aquatica x catenata,-
5045,Veronica catenata,Vand-ærenpris
5046,Veronica praecox,Tidlig ærenpris
5047,Veronica triphyllos,Trefliget ærenpris
5048,Veronica arvensis,Mark-ærenpris
5049,Veronica verna,Vår-ærenpris
5050,Veronica peregrina,Amerikansk ærenpris
5051,Veronica agrestis,Flerfarvet ærenpris
5052,Veronica polita,Blank ærenpris
5053,Veronica polita var. polita,-
5054,Veronica polita var. ludwigiana,-
5055,Veronica opaca,Mat ærenpris
5056,Veronica persica,Storkronet ærenpris
5057,Veronica persica var. persica,-
5058,Veronica persica var. corrensiana,-
5059,Veronica persica var. kochiana,-
5060,Veronica persica x polita,-
5061,Veronica filiformis,Tråd-ærenpris
5062,Veronica hederifolia,Vedbend-ærenpris
5063,Veronica hederifolia subsp. hederifolia,Vedbend-ærenpris (underart)
5064,Veronica hederifolia subsp. lucorum,Krat-ærenpris
5065,Veronica longifolia,Langbladet ærenpris
5066,Veronica longifolia var. longifolia,-
5067,Veronica longifolia var. maritima,-
5068,Veronica longifolia x spicata,-
5069,Veronica spicata,Aks-ærenpris
5070,Veronica canescens,-
5071,Veronica dillenii,-
5072,Veronica gentianoides,Ensianbladet ærenpris
5073,Veronica spicata subsp. incana,-
5074,Melampyrum,Kohvedeslægten
5075,Melampyrum cristatum,Kantet kohvede
5076,Melampyrum arvense,Ager-kohvede
5077,Melampyrum nemorosum,Blåtoppet kohvede
5078,Melampyrum sylvaticum,Skov-kohvede
5079,Melampyrum pratense,Almindelig kohvede
5080,Melampyrum pratense var. pratense,-
5081,Melampyrum pratense var. hians,-
5082,Melampyrum pratense var. purpureum,-
5083,Euphrasia,Øjentrøstslægten
5084,Euphrasia officinalis,Læge-øjentrøst
5085,Euphrasia rostkoviana,-
5086,Euphrasia officinalis subsp. pratensis,Kalk-øjentrøst
5087,Euphrasia officinalis subsp. monticola,-
5088,Euphrasia rostkoviana subsp. fennica,-
5089,Euphrasia arctica,-
5090,Euphrasia arctica subsp. minor,Nordisk øjentrøst
5091,Euphrasia arctica subsp. borealis,-
5092,Euphrasia stricta,Spids øjentrøst
5093,Euphrasia stricta var. stricta,Spids øjentrøst (varietet)
5094,Euphrasia stricta var. tenuis,Spinkel øjentrøst
5095,Euphrasia stricta var. suecica,Svensk øjentrøst
5096,Euphrasia stricta var. brevipila,Kirtel-øjentrøst
5097,Euphrasia brevipila x stricta,-
5098,Euphrasia hyperborea,-
5099,Euphrasia nemorosa,Kort øjentrøst
5100,Euphrasia nemorosa x dunensis,-
5101,Euphrasia nemorosa x stricta,-
5102,Euphrasia nemorosa x stricta var. stricta,-
5103,Euphrasia nemorosa x stricta var. brevipila,-
5104,Euphrasia frigida,-
5105,Euphrasia frigida var. frigida,-
5106,Euphrasia frigida var. palustris,-
5107,Euphrasia dunensis,Klit-øjentrøst
5108,Euphrasia micrantha,Lyng-øjentrøst
5109,Euphrasia micrantha var. micrantha,-
5110,Euphrasia micrantha var. primaria,-
5111,Euphrasia micrantha x nemorosa,-
5112,Euphrasia micrantha x stricta,-
5113,Euphrasia micrantha x stricta var. stricta,-
5114,Euphrasia micrantha x stricta var. brevipila,-
5115,Euphrasia scottica,-
5116,Euphrasia bottnica,-
5117,Euphrasia salisburgensis,-
5118,Euphrasia salisburgensis var. salisburgensis,-
5119,Euphrasia salisburgensis var. schoenicola,-
5120,Odontites,Rødtopslægten
5121,Odontites verna coll.,-
5122,Odontites verna,-
5123,Odontites vernus subsp. vernus,-
5124,Odontites litoralis,Strand-rødtop
5125,Odontites litoralis subsp. litoralis,-
5126,Odontites litoralis subsp. fennica,-
5127,Odontites vulgaris,Høst-rødtop
5128,Odontites luteus,Dunet rødtop
5129,Bartsia,-
5130,Bartsia alpina,-
5131,Parentucellia,Bartsieslægten
5132,Parentucellia viscosa,Gul bartsie
5133,Pedicularis,Troldurtslægten
5134,Pedicularis sceptrum-carolinum,Kongescepter
5135,Pedicularis dasyantha,-
5136,Pedicularis hirsuta,-
5137,Pedicularis oederi,-
5138,Pedicularis flammea,-
5139,Pedicularis palustris,Eng-troldurt
5140,Pedicularis palustris subsp. palustris,Eng-troldurt (underart)
5141,Pedicularis palustris subsp. opsiantha,Høst-troldurt
5142,Pedicularis palustris subsp. borealis,-
5143,Pedicularis sylvatica,Mose-troldurt
5144,Pedicularis sylvatica subsp. sylvatica,-
5145,Pedicularis sylvatica subsp. hibernica,-
5146,Pedicularis lapponica,-
5147,Rhinanthus,Skjallerslægten
5148,Rhinanthus groenlandicus,-
5149,Rhinanthus minor,Liden skjaller
5150,Rhinanthus minor subsp. minor,Bredbladet skjaller
5151,Rhinanthus minor subsp. elatior,Sommer-skjaller
5152,Rhinanthus minor subsp. stenophyllus,Smalbladet skjaller
5153,Rhinanthus serotinus,-
5154,Rhinanthus serotinus subsp. serotinus,-
5155,Rhinanthus serotinus subsp. vernalis,-
5156,Rhinanthus serotinus subsp. halophilus,-
5157,Rhinanthus serotinus subsp. apterus,-
5158,Rhinanthus serotinus subsp. paludosus,-
5159,Rhinanthus alectorolophus,Lådden skjaller
5160,Lathraea,Skælrodslægten
5161,Lathraea squamaria,Skælrod
5162,Alonsoa,Vippeblomstslægten
5163,Alonsoa warscewiczii,Vippeblomst
5164,Calceolaria,Tøffelblomstslægten
5165,Calceolaria tripartita,Enårig tøffelblomst
5166,Chelone,Skjoldblomstslægten
5167,Chelone glabra,Skjoldblomst
5168,Collinsia,-
5169,Collinsia heterophylla,-
5170,Acanthaceae,Akantusfamilien
5171,Thunbergia,-
5172,Thunbergia alata,Susanne med det sorte øje
5173,Bignoniaceae,Trompettræfamilien
5174,Catalpa,Trompetkroneslægten
5175,Catalpa ovata,Trompetkrone
5176,Martyniaceae,Gemsehornfamilien
5177,Ibicella,-
5178,Ibicella lutea,-
5179,Proboscidea,Gemsehornslægten
5180,Proboscidea louisianica,Gemsehorn
5181,Pedaliaceae,-
5182,Sesamum,Sesamslægten
5183,Sesamum indicum,Sesam
5184,Globulariaceae,-
5185,Globularia,-
5186,Globularia vulgaris,-
5187,Orobanchaceae,Gyvelkvælerfamilien
5188,Orobanche,Gyvelkvælerslægten
5189,Orobanche purpurea,Røllike-gyvelkvæler
5190,Orobanche alba,-
5191,Orobanche reticulata,Tidsel-gyvelkvæler
